_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
430,2,3,ACEPTABLE,18125,2022-09-20T00:00:00Z
431,3,2,ACEPTABLE,4731667,2022-02-05T00:00:00Z
432,5,5,EXCELENTE,17406,2022-02-12T00:00:00Z
433,4,4,EXCELENTE,17679,2022-10-18T00:00:00Z
434,1,1,DEFICIENTE,17791,2023-04-12T00:00:00Z
435,3,4,MUY BUENO,3568959,2021-07-15T00:00:00Z
436,1,1,DEFICIENTE,17065,2021-10-21T00:00:00Z
437,2,1,REGULAR,18403,2021-09-01T00:00:00Z
438,4,4,EXCELENTE,18124,2021-05-26T00:00:00Z
439,2,2,ACEPTABLE,4988362,2021-01-16T00:00:00Z
440,2,1,REGULAR,17892,2021-12-18T00:00:00Z
441,1,1,DEFICIENTE,18115,2021-12-16T00:00:00Z
442,3,3,MUY BUENO,18578,2023-02-17T00:00:00Z
443,3,4,MUY BUENO,17740,2021-02-06T00:00:00Z
444,5,5,EXCELENTE,7943778,2021-02-06T00:00:00Z
445,3,2,ACEPTABLE,17853,2021-12-25T00:00:00Z
446,1,1,DEFICIENTE,7127772,2022-11-16T00:00:00Z
447,4,3,MUY BUENO,16753,2021-01-02T00:00:00Z
448,1,1,DEFICIENTE,17331,2023-03-14T00:00:00Z
449,2,2,ACEPTABLE,9397076,2023-04-01T00:00:00Z
450,2,1,REGULAR,7862341,2023-07-11T00:00:00Z
451,1,1,DEFICIENTE,18272,2021-04-11T00:00:00Z
452,3,3,MUY BUENO,17302,2022-07-17T00:00:00Z
453,1,1,DEFICIENTE,17605,2023-09-18T00:00:00Z
454,2,2,ACEPTABLE,17353,2021-09-04T00:00:00Z
455,2,1,REGULAR,5240280,2023-04-15T00:00:00Z
456,5,4,EXCELENTE,52155,2021-04-04T00:00:00Z
457,5,5,EXCELENTE,17069,2021-04-12T00:00:00Z
458,4,3,MUY BUENO,17019,2022-04-01T00:00:00Z
459,5,5,EXCELENTE,17504,2022-07-27T00:00:00Z
460,1,1,DEFICIENTE,17341,2021-03-01T00:00:00Z
461,5,5,EXCELENTE,16911,2022-06-21T00:00:00Z
462,1,1,DEFICIENTE,16788,2023-10-29T00:00:00Z
463,2,1,REGULAR,5237137,2023-04-08T00:00:00Z
464,1,1,DEFICIENTE,17651,2022-11-27T00:00:00Z
465,2,1,REGULAR,17625,2021-07-24T00:00:00Z
466,2,2,ACEPTABLE,17517,2023-02-24T00:00:00Z
467,3,2,ACEPTABLE,52204,2021-05-13T00:00:00Z
468,4,5,EXCELENTE,3991019,2023-04-27T00:00:00Z
469,4,3,MUY BUENO,18037,2021-12-28T00:00:00Z
470,3,3,MUY BUENO,18446,2023-04-01T00:00:00Z
471,1,1,DEFICIENTE,8776080,2023-06-18T00:00:00Z
472,2,1,REGULAR,52175,2023-06-05T00:00:00Z
473,1,1,DEFICIENTE,17690,2022-06-14T00:00:00Z
474,5,5,EXCELENTE,17938,2023-04-24T00:00:00Z
475,5,5,EXCELENTE,7356654,2021-12-12T00:00:00Z
476,4,4,EXCELENTE,16693,2022-08-24T00:00:00Z
477,1,1,DEFICIENTE,7928031,2022-12-04T00:00:00Z
478,5,5,EXCELENTE,18558,2023-10-26T00:00:00Z
479,5,4,EXCELENTE,17659,2023-10-05T00:00:00Z
480,3,3,MUY BUENO,16886,2023-11-08T00:00:00Z
481,4,4,EXCELENTE,7928425,2022-03-19T00:00:00Z
482,4,4,EXCELENTE,17931,2021-01-25T00:00:00Z
483,5,5,EXCELENTE,18431,2022-12-25T00:00:00Z
484,2,1,REGULAR,17249,2022-07-26T00:00:00Z
485,3,4,MUY BUENO,18063,2022-11-14T00:00:00Z
486,3,2,ACEPTABLE,18408,2022-05-07T00:00:00Z
487,2,3,ACEPTABLE,16759,2023-01-08T00:00:00Z
488,5,5,EXCELENTE,7403983,2022-01-31T00:00:00Z
489,1,2,REGULAR,17015,2022-12-03T00:00:00Z
490,5,5,EXCELENTE,17513,2023-03-04T00:00:00Z
491,2,3,ACEPTABLE,17904,2022-05-05T00:00:00Z
492,5,4,EXCELENTE,7764194,2022-06-19T00:00:00Z
493,2,3,ACEPTABLE,6819618,2021-07-11T00:00:00Z
494,1,2,REGULAR,18273,2022-02-27T00:00:00Z
495,4,5,EXCELENTE,16960,2022-12-09T00:00:00Z
496,5,4,EXCELENTE,17252,2023-07-26T00:00:00Z
497,1,1,DEFICIENTE,4794560,2021-01-18T00:00:00Z
498,5,5,EXCELENTE,17501,2023-07-21T00:00:00Z
499,3,4,MUY BUENO,18457,2021-07-19T00:00:00Z
500,1,1,DEFICIENTE,18167,2021-10-18T00:00:00Z
501,4,5,EXCELENTE,17054,2023-09-07T00:00:00Z
502,4,5,EXCELENTE,6905562,2021-06-19T00:00:00Z
503,3,2,ACEPTABLE,18389,2022-09-24T00:00:00Z
504,3,2,ACEPTABLE,16942,2021-06-07T00:00:00Z
505,3,3,MUY BUENO,18344,2022-07-06T00:00:00Z
506,4,3,MUY BUENO,18022,2021-08-27T00:00:00Z
507,1,1,DEFICIENTE,18591,2022-06-30T00:00:00Z
508,2,3,ACEPTABLE,7902706,2021-07-21T00:00:00Z
509,5,5,EXCELENTE,17421,2021-07-25T00:00:00Z
510,1,1,DEFICIENTE,17537,2022-04-24T00:00:00Z
511,3,3,MUY BUENO,17029,2023-01-05T00:00:00Z
512,5,5,EXCELENTE,8907324,2021-06-03T00:00:00Z
513,5,4,EXCELENTE,52054,2021-05-22T00:00:00Z
514,3,4,MUY BUENO,18615,2021-05-07T00:00:00Z
515,4,5,EXCELENTE,7862341,2022-05-25T00:00:00Z
516,5,4,EXCELENTE,17889,2022-05-12T00:00:00Z
517,1,1,DEFICIENTE,3573005,2023-02-09T00:00:00Z
518,4,3,MUY BUENO,18269,2023-06-12T00:00:00Z
519,5,5,EXCELENTE,4988362,2022-10-01T00:00:00Z
520,5,4,EXCELENTE,52131,2023-08-02T00:00:00Z
521,1,2,REGULAR,17814,2023-02-19T00:00:00Z
522,3,3,MUY BUENO,17390,2022-05-09T00:00:00Z
523,1,1,DEFICIENTE,17684,2022-03-26T00:00:00Z
524,5,5,EXCELENTE,5237119,2021-05-31T00:00:00Z
525,4,5,EXCELENTE,17366,2023-02-06T00:00:00Z
526,3,3,MUY BUENO,4731210,2023-08-16T00:00:00Z
527,2,3,ACEPTABLE,17081,2021-07-27T00:00:00Z
528,1,1,DEFICIENTE,17153,2023-06-13T00:00:00Z
529,4,5,EXCELENTE,8799532,2023-05-30T00:00:00Z
530,2,2,ACEPTABLE,17336,2022-04-14T00:00:00Z
531,1,1,DEFICIENTE,17942,2023-05-16T00:00:00Z
532,3,4,MUY BUENO,17487,2022-02-24T00:00:00Z
533,5,5,EXCELENTE,17750,2022-03-28T00:00:00Z
534,4,4,EXCELENTE,5220259,2021-10-23T00:00:00Z
535,2,1,REGULAR,17890,2022-11-23T00:00:00Z
536,5,4,EXCELENTE,16939,2022-09-01T00:00:00Z
537,5,5,EXCELENTE,18545,2022-12-02T00:00:00Z
538,2,3,ACEPTABLE,17415,2022-11-30T00:00:00Z
539,1,1,DEFICIENTE,3573773,2022-07-27T00:00:00Z
540,4,3,MUY BUENO,17755,2023-11-17T00:00:00Z
541,5,4,EXCELENTE,17281,2023-02-24T00:00:00Z
542,3,4,MUY BUENO,16859,2021-06-02T00:00:00Z
543,4,4,EXCELENTE,18203,2023-05-10T00:00:00Z
544,2,3,ACEPTABLE,17094,2022-05-27T00:00:00Z
545,2,1,REGULAR,52131,2021-11-24T00:00:00Z
546,1,1,DEFICIENTE,16868,2023-07-18T00:00:00Z
547,5,5,EXCELENTE,7403983,2023-06-17T00:00:00Z
548,1,1,DEFICIENTE,16827,2023-12-07T00:00:00Z
549,2,2,ACEPTABLE,18048,2022-10-02T00:00:00Z
550,1,2,REGULAR,17799,2023-07-27T00:00:00Z
551,3,2,ACEPTABLE,9261936,2022-02-14T00:00:00Z
552,5,4,EXCELENTE,17074,2022-03-04T00:00:00Z
553,5,4,EXCELENTE,16701,2021-08-01T00:00:00Z
554,3,3,MUY BUENO,5653737,2021-01-24T00:00:00Z
555,4,4,EXCELENTE,16946,2022-12-28T00:00:00Z
556,2,3,ACEPTABLE,5246189,2021-07-26T00:00:00Z
557,1,1,DEFICIENTE,16943,2021-10-30T00:00:00Z
558,1,2,REGULAR,18559,2022-07-02T00:00:00Z
559,2,3,ACEPTABLE,9263613,2021-07-26T00:00:00Z
560,5,4,EXCELENTE,17334,2021-01-27T00:00:00Z
561,1,2,REGULAR,18147,2022-12-15T00:00:00Z
562,4,5,EXCELENTE,16854,2022-07-13T00:00:00Z
563,1,1,DEFICIENTE,17949,2022-03-22T00:00:00Z
564,4,4,EXCELENTE,16726,2022-06-07T00:00:00Z
565,3,2,ACEPTABLE,17996,2022-10-12T00:00:00Z
566,5,5,EXCELENTE,18502,2023-11-21T00:00:00Z
567,2,2,ACEPTABLE,17676,2022-12-25T00:00:00Z
568,3,3,MUY BUENO,17045,2021-02-28T00:00:00Z
569,4,3,MUY BUENO,17706,2022-11-27T00:00:00Z
570,5,4,EXCELENTE,52060,2023-02-03T00:00:00Z
571,1,2,REGULAR,18307,2022-02-10T00:00:00Z
572,1,2,REGULAR,18437,2021-11-11T00:00:00Z
573,2,2,ACEPTABLE,5246180,2021-07-05T00:00:00Z
574,3,3,MUY BUENO,5237133,2023-04-13T00:00:00Z
575,1,1,DEFICIENTE,18505,2021-07-28T00:00:00Z
576,3,2,ACEPTABLE,3568708,2022-10-05T00:00:00Z
577,5,5,EXCELENTE,17081,2021-12-21T00:00:00Z
578,2,2,ACEPTABLE,5219929,2022-01-20T00:00:00Z
579,2,2,ACEPTABLE,17839,2022-06-01T00:00:00Z
580,4,5,EXCELENTE,18437,2022-08-17T00:00:00Z
581,2,3,ACEPTABLE,16744,2022-08-08T00:00:00Z
582,3,2,ACEPTABLE,4792806,2023-01-09T00:00:00Z
583,2,3,ACEPTABLE,18627,2022-10-25T00:00:00Z
584,4,3,MUY BUENO,18039,2023-10-11T00:00:00Z
585,5,5,EXCELENTE,17133,2021-11-04T00:00:00Z
586,4,4,EXCELENTE,4749889,2021-06-21T00:00:00Z
587,2,1,REGULAR,17133,2022-08-24T00:00:00Z
588,4,3,MUY BUENO,18166,2022-09-23T00:00:00Z
589,3,2,ACEPTABLE,7603212,2023-01-03T00:00:00Z
590,2,2,ACEPTABLE,16886,2023-01-30T00:00:00Z
591,3,3,MUY BUENO,18036,2021-07-17T00:00:00Z
592,5,4,EXCELENTE,17172,2023-04-05T00:00:00Z
593,4,4,EXCELENTE,5211393,2021-07-28T00:00:00Z
594,5,5,EXCELENTE,18440,2021-10-30T00:00:00Z
595,3,3,MUY BUENO,18203,2022-12-29T00:00:00Z
596,3,3,MUY BUENO,17606,2022-11-21T00:00:00Z
597,5,5,EXCELENTE,17801,2023-01-02T00:00:00Z
598,2,2,ACEPTABLE,17164,2021-10-25T00:00:00Z
599,3,4,MUY BUENO,8785833,2021-10-18T00:00:00Z
600,4,4,EXCELENTE,18256,2021-09-21T00:00:00Z
601,2,2,ACEPTABLE,4730844,2023-05-26T00:00:00Z
602,4,3,MUY BUENO,17339,2023-03-05T00:00:00Z
603,1,1,DEFICIENTE,5237118,2022-10-30T00:00:00Z
604,3,2,ACEPTABLE,18532,2022-01-11T00:00:00Z
605,3,4,MUY BUENO,16757,2022-04-24T00:00:00Z
606,3,2,ACEPTABLE,5237126,2023-04-19T00:00:00Z
607,1,1,DEFICIENTE,5173859,2022-04-02T00:00:00Z
608,5,5,EXCELENTE,18348,2023-07-19T00:00:00Z
609,2,1,REGULAR,18254,2021-09-18T00:00:00Z
610,1,2,REGULAR,7840614,2021-07-27T00:00:00Z
611,3,3,MUY BUENO,17843,2023-09-14T00:00:00Z
612,3,3,MUY BUENO,5654018,2022-04-19T00:00:00Z
613,5,4,EXCELENTE,18151,2021-03-10T00:00:00Z
614,4,3,MUY BUENO,18020,2022-05-29T00:00:00Z
615,1,2,REGULAR,5237116,2022-01-19T00:00:00Z
616,1,2,REGULAR,18318,2022-01-19T00:00:00Z
617,3,2,ACEPTABLE,52229,2022-09-10T00:00:00Z
618,3,4,MUY BUENO,16882,2022-02-04T00:00:00Z
619,5,5,EXCELENTE,8776034,2022-04-25T00:00:00Z
620,1,2,REGULAR,7247845,2021-12-06T00:00:00Z
621,2,2,ACEPTABLE,18328,2021-01-22T00:00:00Z
622,3,4,MUY BUENO,18484,2022-03-21T00:00:00Z
623,4,4,EXCELENTE,3569222,2021-10-11T00:00:00Z
624,5,5,EXCELENTE,52194,2023-11-07T00:00:00Z
625,1,2,REGULAR,18135,2021-03-24T00:00:00Z
626,1,1,DEFICIENTE,16912,2023-03-07T00:00:00Z
627,5,5,EXCELENTE,52179,2021-05-08T00:00:00Z
628,2,2,ACEPTABLE,3962563,2022-03-18T00:00:00Z
629,5,5,EXCELENTE,18116,2021-03-31T00:00:00Z
630,4,3,MUY BUENO,5653909,2021-12-14T00:00:00Z
631,5,4,EXCELENTE,18488,2021-07-11T00:00:00Z
632,2,2,ACEPTABLE,7107694,2022-07-18T00:00:00Z
633,4,3,MUY BUENO,7927289,2021-06-17T00:00:00Z
634,5,4,EXCELENTE,17069,2022-09-30T00:00:00Z
635,4,5,EXCELENTE,18013,2023-03-04T00:00:00Z
636,3,4,MUY BUENO,18278,2023-10-07T00:00:00Z
637,1,1,DEFICIENTE,18275,2023-06-10T00:00:00Z
638,5,4,EXCELENTE,52210,2023-10-10T00:00:00Z
639,4,3,MUY BUENO,52218,2022-09-22T00:00:00Z
640,4,4,EXCELENTE,17956,2021-08-09T00:00:00Z
641,2,1,REGULAR,18263,2023-07-29T00:00:00Z
642,4,5,EXCELENTE,17304,2021-09-12T00:00:00Z
643,3,3,MUY BUENO,17174,2021-06-13T00:00:00Z
644,3,3,MUY BUENO,17578,2022-03-22T00:00:00Z
645,5,5,EXCELENTE,5240112,2022-05-26T00:00:00Z
646,3,2,ACEPTABLE,6880820,2022-05-27T00:00:00Z
647,3,3,MUY BUENO,5237128,2021-01-20T00:00:00Z
648,5,4,EXCELENTE,5240285,2021-07-18T00:00:00Z
649,3,2,ACEPTABLE,17660,2021-08-05T00:00:00Z
650,5,5,EXCELENTE,5213825,2023-06-15T00:00:00Z
651,5,5,EXCELENTE,16701,2023-02-16T00:00:00Z
652,1,1,DEFICIENTE,3740686,2021-06-02T00:00:00Z
653,3,2,ACEPTABLE,17297,2021-12-05T00:00:00Z
654,1,2,REGULAR,52193,2022-02-21T00:00:00Z
655,4,3,MUY BUENO,3573208,2022-10-24T00:00:00Z
656,4,4,EXCELENTE,7906811,2022-06-09T00:00:00Z
657,1,1,DEFICIENTE,3573773,2021-08-08T00:00:00Z
658,2,1,REGULAR,17140,2023-10-10T00:00:00Z
659,2,1,REGULAR,17066,2023-05-13T00:00:00Z
660,2,1,REGULAR,6907760,2021-05-16T00:00:00Z
661,5,4,EXCELENTE,7126494,2021-06-27T00:00:00Z
662,4,4,EXCELENTE,16753,2023-06-19T00:00:00Z
663,5,4,EXCELENTE,16974,2021-10-08T00:00:00Z
664,1,1,DEFICIENTE,17874,2023-01-18T00:00:00Z
665,5,5,EXCELENTE,17700,2021-11-16T00:00:00Z
666,3,2,ACEPTABLE,8799540,2021-02-05T00:00:00Z
667,3,2,ACEPTABLE,18618,2023-05-28T00:00:00Z
668,2,1,REGULAR,17870,2021-01-24T00:00:00Z
669,3,4,MUY BUENO,17744,2022-09-06T00:00:00Z
670,3,4,MUY BUENO,17199,2021-06-08T00:00:00Z
671,2,2,ACEPTABLE,16845,2021-07-08T00:00:00Z
672,5,5,EXCELENTE,18558,2023-06-09T00:00:00Z
673,3,2,ACEPTABLE,17700,2021-04-11T00:00:00Z
674,4,5,EXCELENTE,16820,2021-12-24T00:00:00Z
675,2,3,ACEPTABLE,3573208,2021-06-08T00:00:00Z
676,2,1,REGULAR,18636,2023-01-25T00:00:00Z
677,5,4,EXCELENTE,17346,2023-06-26T00:00:00Z
678,3,2,ACEPTABLE,17481,2022-05-01T00:00:00Z
679,2,1,REGULAR,3569235,2021-05-17T00:00:00Z
680,5,5,EXCELENTE,18480,2021-12-18T00:00:00Z
681,1,1,DEFICIENTE,16816,2021-10-28T00:00:00Z
682,4,3,MUY BUENO,18277,2021-12-18T00:00:00Z
683,3,4,MUY BUENO,18633,2021-04-02T00:00:00Z
684,3,2,ACEPTABLE,17732,2021-09-02T00:00:00Z
685,5,5,EXCELENTE,7933004,2023-09-26T00:00:00Z
686,5,5,EXCELENTE,8800261,2021-12-23T00:00:00Z
687,2,3,ACEPTABLE,18596,2021-06-18T00:00:00Z
688,2,3,ACEPTABLE,18369,2023-08-06T00:00:00Z
689,2,2,ACEPTABLE,18178,2023-10-24T00:00:00Z
690,4,5,EXCELENTE,6779455,2022-05-10T00:00:00Z
691,5,4,EXCELENTE,18404,2022-11-07T00:00:00Z
692,1,1,DEFICIENTE,52207,2023-01-23T00:00:00Z
693,4,4,EXCELENTE,17986,2022-02-22T00:00:00Z
694,3,4,MUY BUENO,6819613,2023-06-13T00:00:00Z
695,2,1,REGULAR,3740686,2022-09-15T00:00:00Z
696,2,3,ACEPTABLE,18067,2022-02-01T00:00:00Z
697,2,1,REGULAR,52160,2023-06-18T00:00:00Z
698,2,3,ACEPTABLE,5213832,2021-07-17T00:00:00Z
699,4,3,MUY BUENO,17650,2022-07-27T00:00:00Z
700,5,5,EXCELENTE,16957,2022-09-28T00:00:00Z
701,5,5,EXCELENTE,16843,2023-01-07T00:00:00Z
702,4,3,MUY BUENO,17160,2022-12-07T00:00:00Z
703,4,3,MUY BUENO,3963526,2021-08-19T00:00:00Z
704,5,4,EXCELENTE,17662,2023-09-29T00:00:00Z
705,3,4,MUY BUENO,5220679,2021-05-17T00:00:00Z
706,3,3,MUY BUENO,52040,2023-09-30T00:00:00Z
707,4,3,MUY BUENO,18458,2023-10-08T00:00:00Z
708,4,4,EXCELENTE,7838875,2022-06-30T00:00:00Z
709,3,3,MUY BUENO,16707,2022-09-30T00:00:00Z
710,4,4,EXCELENTE,16712,2022-07-30T00:00:00Z
711,4,5,EXCELENTE,52217,2023-11-06T00:00:00Z
712,5,5,EXCELENTE,17999,2023-02-07T00:00:00Z
713,1,2,REGULAR,4985933,2022-05-31T00:00:00Z
714,2,2,ACEPTABLE,5802688,2023-09-18T00:00:00Z
715,4,3,MUY BUENO,18238,2021-05-01T00:00:00Z
716,4,3,MUY BUENO,8914010,2022-07-01T00:00:00Z
717,3,2,ACEPTABLE,17147,2023-03-07T00:00:00Z
718,5,5,EXCELENTE,17037,2022-03-23T00:00:00Z
719,4,4,EXCELENTE,17755,2022-01-22T00:00:00Z
720,5,4,EXCELENTE,18376,2022-02-26T00:00:00Z
721,4,5,EXCELENTE,18188,2021-04-03T00:00:00Z
722,5,5,EXCELENTE,17023,2023-11-20T00:00:00Z
723,4,5,EXCELENTE,17142,2022-07-29T00:00:00Z
724,4,5,EXCELENTE,17610,2021-09-04T00:00:00Z
725,2,2,ACEPTABLE,18391,2023-01-09T00:00:00Z
726,3,4,MUY BUENO,17934,2022-08-28T00:00:00Z
727,5,5,EXCELENTE,52128,2022-01-12T00:00:00Z
728,3,3,MUY BUENO,17084,2023-10-05T00:00:00Z
729,2,1,REGULAR,17625,2022-05-25T00:00:00Z
730,2,2,ACEPTABLE,18113,2023-12-21T00:00:00Z
731,1,1,DEFICIENTE,17273,2022-09-10T00:00:00Z
732,4,3,MUY BUENO,17872,2022-11-02T00:00:00Z
733,5,5,EXCELENTE,17943,2023-01-25T00:00:00Z
734,2,3,ACEPTABLE,5241180,2021-02-05T00:00:00Z
735,5,4,EXCELENTE,17650,2023-10-01T00:00:00Z
736,4,3,MUY BUENO,18266,2022-10-11T00:00:00Z
737,2,1,REGULAR,5237114,2021-12-16T00:00:00Z
738,5,5,EXCELENTE,5068873,2023-04-03T00:00:00Z
739,1,1,DEFICIENTE,17927,2022-03-30T00:00:00Z
740,3,3,MUY BUENO,17274,2022-09-01T00:00:00Z
741,3,4,MUY BUENO,18497,2021-03-17T00:00:00Z
742,1,1,DEFICIENTE,52040,2021-09-10T00:00:00Z
743,1,1,DEFICIENTE,17364,2021-05-08T00:00:00Z
744,2,2,ACEPTABLE,3962084,2023-01-19T00:00:00Z
745,2,2,ACEPTABLE,16733,2021-12-24T00:00:00Z
746,1,1,DEFICIENTE,17956,2022-12-05T00:00:00Z
747,2,1,REGULAR,5211393,2023-01-29T00:00:00Z
748,5,4,EXCELENTE,18118,2021-06-18T00:00:00Z
749,4,5,EXCELENTE,17924,2021-09-17T00:00:00Z
750,3,4,MUY BUENO,3991019,2023-02-16T00:00:00Z
751,3,4,MUY BUENO,18488,2023-10-26T00:00:00Z
752,1,1,DEFICIENTE,17412,2021-09-14T00:00:00Z
753,1,1,DEFICIENTE,5174650,2023-06-04T00:00:00Z
754,1,2,REGULAR,16697,2021-07-11T00:00:00Z
755,2,2,ACEPTABLE,17167,2021-05-16T00:00:00Z
756,2,3,ACEPTABLE,17696,2022-01-24T00:00:00Z
757,4,3,MUY BUENO,16960,2021-04-21T00:00:00Z
758,1,2,REGULAR,18186,2023-11-12T00:00:00Z
759,2,1,REGULAR,17519,2021-07-01T00:00:00Z
760,5,5,EXCELENTE,18425,2022-06-01T00:00:00Z
761,5,4,EXCELENTE,52049,2022-09-06T00:00:00Z
762,1,2,REGULAR,16666,2023-11-21T00:00:00Z
763,4,3,MUY BUENO,17434,2023-05-17T00:00:00Z
764,1,1,DEFICIENTE,17800,2021-12-04T00:00:00Z
765,1,1,DEFICIENTE,16874,2021-02-25T00:00:00Z
766,2,3,ACEPTABLE,52164,2022-08-03T00:00:00Z
767,1,2,REGULAR,7125254,2022-11-22T00:00:00Z
768,2,1,REGULAR,52179,2023-01-12T00:00:00Z
769,4,4,EXCELENTE,18631,2021-11-10T00:00:00Z
770,3,4,MUY BUENO,18138,2021-09-11T00:00:00Z
771,3,4,MUY BUENO,452347,2021-08-02T00:00:00Z
772,4,4,EXCELENTE,17906,2023-07-05T00:00:00Z
773,2,2,ACEPTABLE,3991213,2021-09-05T00:00:00Z
774,2,3,ACEPTABLE,7021646,2021-11-27T00:00:00Z
775,3,4,MUY BUENO,8799601,2021-08-22T00:00:00Z
776,1,1,DEFICIENTE,6819614,2022-08-09T00:00:00Z
777,1,2,REGULAR,17324,2022-12-24T00:00:00Z
778,2,2,ACEPTABLE,17934,2023-10-14T00:00:00Z
779,3,4,MUY BUENO,17991,2022-06-13T00:00:00Z
780,3,2,ACEPTABLE,3739833,2021-06-19T00:00:00Z
781,1,1,DEFICIENTE,16985,2022-03-04T00:00:00Z
782,1,2,REGULAR,17886,2022-01-24T00:00:00Z
783,5,5,EXCELENTE,17464,2022-06-08T00:00:00Z
784,5,5,EXCELENTE,17375,2021-01-28T00:00:00Z
785,1,1,DEFICIENTE,5237108,2022-07-25T00:00:00Z
786,5,4,EXCELENTE,16699,2023-04-26T00:00:00Z
787,5,5,EXCELENTE,17135,2021-06-06T00:00:00Z
788,4,4,EXCELENTE,52221,2023-01-10T00:00:00Z
789,2,2,ACEPTABLE,18309,2021-09-08T00:00:00Z
790,4,3,MUY BUENO,8775149,2021-05-06T00:00:00Z
791,5,5,EXCELENTE,17405,2021-12-22T00:00:00Z
792,5,5,EXCELENTE,5209024,2021-01-02T00:00:00Z
793,5,4,EXCELENTE,7125612,2023-11-25T00:00:00Z
794,4,4,EXCELENTE,18109,2023-08-20T00:00:00Z
795,1,2,REGULAR,9237040,2023-04-25T00:00:00Z
796,2,3,ACEPTABLE,17897,2021-05-12T00:00:00Z
797,2,1,REGULAR,17739,2022-10-09T00:00:00Z
798,1,2,REGULAR,4940263,2022-05-12T00:00:00Z
799,2,2,ACEPTABLE,18394,2021-01-23T00:00:00Z
800,4,4,EXCELENTE,7943813,2023-04-28T00:00:00Z
801,4,4,EXCELENTE,17818,2023-10-12T00:00:00Z
802,2,3,ACEPTABLE,8799638,2021-05-09T00:00:00Z
803,5,5,EXCELENTE,16985,2022-10-20T00:00:00Z
804,3,2,ACEPTABLE,5071591,2021-06-28T00:00:00Z
805,4,4,EXCELENTE,17387,2021-09-23T00:00:00Z
806,1,1,DEFICIENTE,17118,2023-12-07T00:00:00Z
807,2,2,ACEPTABLE,17210,2021-09-10T00:00:00Z
808,5,5,EXCELENTE,6819616,2023-03-05T00:00:00Z
809,1,1,DEFICIENTE,52200,2022-02-20T00:00:00Z
810,5,4,EXCELENTE,18052,2021-11-16T00:00:00Z
811,1,1,DEFICIENTE,52129,2022-02-15T00:00:00Z
812,5,4,EXCELENTE,18089,2022-08-03T00:00:00Z
813,4,3,MUY BUENO,17863,2021-10-14T00:00:00Z
814,2,3,ACEPTABLE,17556,2022-01-30T00:00:00Z
815,4,4,EXCELENTE,17032,2023-09-04T00:00:00Z
816,5,5,EXCELENTE,18423,2021-05-19T00:00:00Z
817,3,3,MUY BUENO,52180,2022-10-30T00:00:00Z
818,2,3,ACEPTABLE,17126,2023-06-09T00:00:00Z
819,3,2,ACEPTABLE,7248182,2021-08-18T00:00:00Z
820,3,3,MUY BUENO,16685,2023-10-12T00:00:00Z
821,5,5,EXCELENTE,18005,2023-01-10T00:00:00Z
822,5,4,EXCELENTE,17036,2022-07-28T00:00:00Z
823,3,4,MUY BUENO,18182,2021-07-06T00:00:00Z
824,2,1,REGULAR,18153,2023-05-17T00:00:00Z
825,1,1,DEFICIENTE,4794560,2021-03-03T00:00:00Z
826,4,3,MUY BUENO,3573058,2023-08-14T00:00:00Z
827,2,2,ACEPTABLE,18441,2023-10-29T00:00:00Z
828,3,4,MUY BUENO,3566346,2023-09-20T00:00:00Z
829,2,2,ACEPTABLE,7882665,2022-08-07T00:00:00Z
830,5,4,EXCELENTE,8799554,2021-07-04T00:00:00Z
831,5,4,EXCELENTE,16848,2022-09-20T00:00:00Z
832,3,2,ACEPTABLE,7595815,2023-06-15T00:00:00Z
833,4,4,EXCELENTE,17773,2021-08-02T00:00:00Z
834,1,1,DEFICIENTE,18207,2021-12-19T00:00:00Z
835,4,3,MUY BUENO,17026,2022-05-15T00:00:00Z
836,3,4,MUY BUENO,7882656,2023-03-19T00:00:00Z
837,1,1,DEFICIENTE,52182,2023-10-31T00:00:00Z
838,1,1,DEFICIENTE,17064,2021-04-24T00:00:00Z
839,2,2,ACEPTABLE,17822,2021-08-17T00:00:00Z
840,2,1,REGULAR,18283,2022-01-21T00:00:00Z
841,5,5,EXCELENTE,18275,2021-04-11T00:00:00Z
842,1,2,REGULAR,18277,2023-12-20T00:00:00Z
843,4,5,EXCELENTE,18567,2022-12-24T00:00:00Z
844,1,1,DEFICIENTE,17171,2022-05-05T00:00:00Z
845,2,2,ACEPTABLE,17214,2022-07-18T00:00:00Z
846,5,5,EXCELENTE,18138,2021-05-14T00:00:00Z
847,1,2,REGULAR,17874,2022-04-11T00:00:00Z
848,2,3,ACEPTABLE,18017,2023-05-15T00:00:00Z
849,3,3,MUY BUENO,7887312,2021-04-28T00:00:00Z
850,4,3,MUY BUENO,18080,2021-04-10T00:00:00Z
851,4,5,EXCELENTE,18233,2022-02-08T00:00:00Z
852,5,5,EXCELENTE,18341,2022-06-26T00:00:00Z
853,3,2,ACEPTABLE,17698,2021-07-22T00:00:00Z
854,2,2,ACEPTABLE,17165,2022-08-06T00:00:00Z
855,4,4,EXCELENTE,17695,2023-08-27T00:00:00Z
856,4,3,MUY BUENO,18280,2023-10-27T00:00:00Z
857,5,4,EXCELENTE,16897,2021-08-24T00:00:00Z
858,1,1,DEFICIENTE,18622,2023-09-09T00:00:00Z
859,3,4,MUY BUENO,18183,2022-07-26T00:00:00Z
